# CONVERGE Release Build 2.4.24/  Jan 17, 2019       Run Date:Tue Jun 11 10:47:42 2019
# column        1                2                3                4                5                6                7                8                9               10               11               12               13               14               15               16               17
#           Crank         Pressure         Max_Pres         Min_Pres        Mean_Temp         Max_Temp         Min_Temp           Volume             Mass          Density    Integrated_HR          HR_Rate              C_p              C_v            Gamma         Kin_Visc         Dyn_Visc
#           (DEG)            (MPa)            (MPa)            (MPa)              (K)              (K)              (K)            (m^3)             (kg)         (kg/m^3)              (J)         (J/time)         (J/kg-K)         (J/kg-K)           (none)          (m^2/s)        (N*s/m^2)
#
    2.3316045e+03    1.3431966e-01    1.3530842e-01    9.3291350e-02    6.6836927e+02    1.2587356e+03    2.9085917e+02    4.8586347e-04    3.3799276e-04    6.9565378e-01    1.5830879e+03    0.0000000e+00    1.1205826e+03    8.3188045e+02    1.3470477e+00    4.7848243e-05    3.2197743e-05
    2.3317078e+03    1.3405540e-01    1.3501273e-01    9.3489569e-02    6.6813001e+02    1.2581750e+03    2.9071510e+02    4.8589274e-04    3.3746881e-04    6.9453356e-01    1.5830879e+03    0.0000000e+00    1.1205352e+03    8.3183283e+02    1.3470678e+00    4.7913849e-05    3.2190272e-05
    2.3318034e+03    1.3381172e-01    1.4114600e-01    9.3602474e-02    6.6790863e+02    1.2576622e+03    2.9059658e+02    4.8592029e-04    3.3698602e-04    6.9350062e-01    1.5830879e+03    0.0000000e+00    1.1204915e+03    8.3178884e+02    1.3470864e+00    4.7974411e-05    3.2183347e-05
    2.3319063e+03    1.3354980e-01    1.4352720e-01    9.3675253e-02    6.6766996e+02    1.2571143e+03    2.9048554e+02    4.8594933e-04    3.3646663e-04    6.9239035e-01    1.5830879e+03    0.0000000e+00    1.1204444e+03    8.3174153e+02    1.3471064e+00    4.8039609e-05    3.2175867e-05
    2.3320084e+03    1.3329083e-01    1.4527215e-01    9.3427477e-02    6.6743306e+02    1.2565729e+03    2.9039005e+02    4.8597765e-04    3.3595281e-04    6.9129271e-01    1.5830879e+03    0.0000000e+00    1.1203977e+03    8.3169462e+02    1.3471263e+00    4.8104178e-05    3.2168434e-05
    2.3321096e+03    1.3303443e-01    1.3347139e-01    9.3682215e-02    6.6719741e+02    1.2560337e+03    2.9030548e+02    4.8600841e-04    3.3544612e-04    6.9020640e-01    1.5830879e+03    0.0000000e+00    1.1203512e+03    8.3164791e+02    1.3471460e+00    4.8168198e-05    3.2161035e-05
    2.3322084e+03    1.3278563e-01    1.3401393e-01    9.3369746e-02    6.6696870e+02    1.2555026e+03    2.9022662e+02    4.8603149e-04    3.3494935e-04    6.8915154e-01    1.5830879e+03    0.0000000e+00    1.1203062e+03    8.3160274e+02    1.3471652e+00    4.8230585e-05    3.2153852e-05
    2.3323067e+03    1.3253856e-01    1.3279059e-01    9.3854028e-02    6.6674017e+02    1.2549665e+03    2.9014660e+02    4.8606055e-04    3.3446059e-04    6.8810479e-01    1.5830879e+03    0.0000000e+00    1.1202611e+03    8.3155742e+02    1.3471843e+00    4.8292628e-05    3.2146680e-05
    2.3324062e+03    1.3228962e-01    1.3273851e-01    9.3788098e-02    6.6650964e+02    1.2544145e+03    2.9005788e+02    4.8608909e-04    3.3396735e-04    6.8704966e-01    1.5830879e+03    0.0000000e+00    1.1202156e+03    8.3151169e+02    1.3472037e+00    4.8355407e-05    3.2139453e-05
    2.3325067e+03    1.3203942e-01    1.3267800e-01    9.3744354e-02    6.6627777e+02    1.2538458e+03    2.8995679e+02    4.8611449e-04    3.3346902e-04    6.8598864e-01    1.5830879e+03    0.0000000e+00    1.1201699e+03    8.3146571e+02    1.3472232e+00    4.8418803e-05    3.2132194e-05
    2.3326088e+03    1.3178641e-01    1.3260006e-01    9.3943782e-02    6.6604274e+02    1.2532569e+03    2.8983916e+02    4.8613978e-04    3.3296469e-04    6.8491554e-01    1.5830879e+03    0.0000000e+00    1.1201234e+03    8.3141902e+02    1.3472429e+00    4.8483171e-05    3.2124845e-05
    2.3327001e+03    1.3156101e-01    1.3416979e-01    9.3697780e-02    6.6583281e+02    1.2527236e+03    2.8972113e+02    4.8616257e-04    3.3251548e-04    6.8395944e-01    1.5830879e+03    0.0000000e+00    1.1200818e+03    8.3137722e+02    1.3472606e+00    4.8540725e-05    3.2118288e-05
    2.3328033e+03    1.3130742e-01    1.3320770e-01    9.3541732e-02    6.6559600e+02    1.2521171e+03    2.8957635e+02    4.8618775e-04    3.3200971e-04    6.8288374e-01    1.5830879e+03    0.0000000e+00    1.1200347e+03    8.3132990e+02    1.3472807e+00    4.8605702e-05    3.2110903e-05
    2.3329081e+03    1.3105081e-01    1.3340776e-01    9.3437025e-02    6.6535592e+02    1.2514994e+03    2.8942673e+02    4.8621226e-04    3.3149702e-04    6.8179487e-01    1.5830879e+03    0.0000000e+00    1.1199868e+03    8.3128176e+02    1.3473010e+00    4.8671738e-05    3.2103427e-05
    2.3330035e+03    1.3081839e-01    1.3200488e-01    9.3678139e-02    6.6513785e+02    1.2509389e+03    2.8928812e+02    4.8623402e-04    3.3103234e-04    6.8080867e-01    1.5830879e+03    0.0000000e+00    1.1199431e+03    8.3123785e+02    1.3473196e+00    4.8731759e-05    3.2096645e-05
    2.3331109e+03    1.3055756e-01    1.3174030e-01    9.3625108e-02    6.6489244e+02    1.2503115e+03    2.8913383e+02    4.8625827e-04    3.3051062e-04    6.7970179e-01    1.5830879e+03    0.0000000e+00    1.1198936e+03    8.3118819e+02    1.3473407e+00    4.8799361e-05    3.2089024e-05
    2.3332075e+03    1.3032410e-01    1.3146620e-01    9.3655124e-02    6.6467224e+02    1.2497510e+03    2.8899710e+02    4.8627984e-04    3.3004346e-04    6.7871097e-01    1.5830879e+03    0.0000000e+00    1.1198491e+03    8.3114340e+02    1.3473596e+00    4.8860090e-05    3.2082199e-05
    2.3333048e+03    1.3008969e-01    1.3423149e-01    9.3915617e-02    6.6445078e+02    1.2491860e+03    2.8886598e+02    4.8630372e-04    3.2957574e-04    6.7771584e-01    1.5830879e+03    0.0000000e+00    1.1198040e+03    8.3109814e+02    1.3473788e+00    4.8921289e-05    3.2075346e-05
    2.3334035e+03    1.2985303e-01    1.3178199e-01    9.3810439e-02    6.6422663e+02    1.2486091e+03    2.8874228e+02    4.8632577e-04    3.2910202e-04    6.7671104e-01    1.5830879e+03    0.0000000e+00    1.1197583e+03    8.3105217e+02    1.3473983e+00    4.8983290e-05    3.2068417e-05
    2.3335044e+03    1.2961182e-01    1.3047403e-01    9.3871089e-02    6.6399816e+02    1.2480114e+03    2.8862550e+02    4.8634724e-04    3.2861813e-04    6.7568622e-01    1.5830879e+03    0.0000000e+00    1.1197115e+03    8.3100522e+02    1.3474182e+00    4.9046770e-05    3.2061362e-05
    2.3336064e+03    1.2936926e-01    1.3096226e-01    9.3881967e-02    6.6376743e+02    1.2473990e+03    2.8852089e+02    4.8636786e-04    3.2813100e-04    6.7465601e-01    1.5830879e+03    0.0000000e+00    1.1196642e+03    8.3095764e+02    1.3474383e+00    4.9110768e-05    3.2054243e-05
    2.3337077e+03    1.2912913e-01    1.2973015e-01    9.3814739e-02    6.6353814e+02    1.2467816e+03    2.8843393e+02    4.8638982e-04    3.2764983e-04    6.7363627e-01    1.5830879e+03    0.0000000e+00    1.1196169e+03    8.3091015e+02    1.3474585e+00    4.9174276e-05    3.2047174e-05
    2.3338077e+03    1.2889313e-01    1.2949559e-01    9.3727039e-02    6.6331214e+02    1.2461654e+03    2.8836547e+02    4.8640904e-04    3.2717530e-04    6.7263409e-01    1.5830879e+03    0.0000000e+00    1.1195703e+03    8.3086331e+02    1.3474783e+00    4.9236879e-05    3.2040208e-05
    2.3339076e+03    1.2865797e-01    1.2956165e-01    9.3866299e-02    6.6308625e+02    1.2455441e+03    2.8831628e+02    4.8642777e-04    3.2670214e-04    6.7163545e-01    1.5830879e+03    0.0000000e+00    1.1195236e+03    8.3081646e+02    1.3474982e+00    4.9299430e-05    3.2033247e-05
    2.3340097e+03    1.2841891e-01    1.2896582e-01    9.4216726e-02    6.6285586e+02    1.2449046e+03    2.8828248e+02    4.8644633e-04    3.2622081e-04    6.7062036e-01    1.5830879e+03    0.0000000e+00    1.1194761e+03    8.3076864e+02    1.3475184e+00    4.9363181e-05    3.2026147e-05
    2.3341098e+03    1.2818512e-01    1.2867146e-01    9.4402648e-02    6.6262992e+02    1.2442932e+03    2.8826461e+02    4.8646413e-04    3.2574980e-04    6.6962757e-01    1.5830879e+03    0.0000000e+00    1.1194294e+03    8.3072178e+02    1.3475383e+00    4.9425711e-05    3.2019182e-05
    2.3342105e+03    1.2795124e-01    1.2846419e-01    9.4496199e-02    6.6240320e+02    1.2436810e+03    2.8825708e+02    4.8648148e-04    3.2527829e-04    6.6863448e-01    1.5830879e+03    0.0000000e+00    1.1193826e+03    8.3067479e+02    1.3475582e+00    4.9488437e-05    3.2012193e-05
    2.3343115e+03    1.2771726e-01    1.2826311e-01    9.4772276e-02    6.6217556e+02    1.2430553e+03    2.8825592e+02    4.8649842e-04    3.2480634e-04    6.6764110e-01    1.5830879e+03    0.0000000e+00    1.1193357e+03    8.3062766e+02    1.3475782e+00    4.9551346e-05    3.2005173e-05
    2.3344003e+03    1.2751268e-01    1.2939484e-01    9.4786181e-02    6.6197620e+02    1.2424967e+03    2.8825704e+02    4.8651000e-04    3.2439139e-04    6.6677230e-01    1.5830879e+03    0.0000000e+00    1.1192948e+03    8.3058652e+02    1.3475956e+00    4.9606526e-05    3.1999023e-05
    2.3345043e+03    1.2727393e-01    1.2804548e-01    9.5381953e-02    6.6174240e+02    1.2418303e+03    2.8825832e+02    4.8652649e-04    3.2390932e-04    6.6575887e-01    1.5830879e+03    0.0000000e+00    1.1192467e+03    8.3053827e+02    1.3476161e+00    4.9671020e-05    3.1991809e-05
    2.3346064e+03    1.2704099e-01    1.2795140e-01    9.5818897e-02    6.6151386e+02    1.2411629e+03    2.8825779e+02    4.8653965e-04    3.2343689e-04    6.6476984e-01    1.5830879e+03    0.0000000e+00    1.1191999e+03    8.3049124e+02    1.3476361e+00    4.9734144e-05    3.1984754e-05
    2.3347076e+03    1.2681131e-01    1.2831301e-01    9.6387880e-02    6.6128756e+02    1.2404905e+03    2.8825136e+02    4.8655459e-04    3.2297249e-04    6.6379497e-01    1.5830879e+03    0.0000000e+00    1.1191536e+03    8.3044468e+02    1.3476558e+00    4.9796489e-05    3.1977762e-05
    2.3348089e+03    1.2658272e-01    1.2816449e-01    9.7047922e-02    6.6106127e+02    1.2398273e+03    2.8823440e+02    4.8657114e-04    3.2251156e-04    6.6282509e-01    1.5830879e+03    0.0000000e+00    1.1191073e+03    8.3039813e+02    1.3476756e+00    4.9858613e-05    3.1970766e-05
    2.3349119e+03    1.2635199e-01    1.2887509e-01    9.7565071e-02    6.6083220e+02    1.2391664e+03    2.8820828e+02    4.8658530e-04    3.2204461e-04    6.6184616e-01    1.5830879e+03    0.0000000e+00    1.1190604e+03    8.3035108e+02    1.3476955e+00    4.9921438e-05    3.1963676e-05
    2.3350044e+03    1.2614625e-01    1.2721244e-01    9.8350036e-02    6.6062725e+02    1.2385799e+03    2.8817255e+02    4.8659764e-04    3.2162806e-04    6.6097333e-01    1.5830879e+03    0.0000000e+00    1.1190186e+03    8.3030901e+02    1.3477134e+00    4.9977528e-05    3.1957327e-05
    2.3351105e+03    1.2591211e-01    1.2709281e-01    9.8942998e-02    6.6039320e+02    1.2379220e+03    2.8812165e+02    4.8661122e-04    3.2115376e-04    6.5998019e-01    1.5830879e+03    0.0000000e+00    1.1189707e+03    8.3026097e+02    1.3477338e+00    5.0041432e-05    3.1950068e-05
    2.3352047e+03    1.2570616e-01    1.2721215e-01    9.9385016e-02    6.6018659e+02    1.2373552e+03    2.8806348e+02    4.8662295e-04    3.2073646e-04    6.5910673e-01    1.5830879e+03    0.0000000e+00    1.1189285e+03    8.3021857e+02    1.3477518e+00    5.0097700e-05    3.1943652e-05
    2.3353010e+03    1.2549781e-01    1.2722614e-01    9.9836225e-02    6.5997697e+02    1.2367941e+03    2.8799491e+02    4.8663452e-04    3.2031412e-04    6.5822317e-01    1.5830879e+03    0.0000000e+00    1.1188857e+03    8.3017556e+02    1.3477700e+00    5.0154678e-05    3.1937136e-05
    2.3354106e+03    1.2526345e-01    1.2673912e-01    1.0032686e-01    6.5974045e+02    1.2361785e+03    2.8790233e+02    4.8664693e-04    3.1983863e-04    6.5722931e-01    1.5830879e+03    0.0000000e+00    1.1188374e+03    8.3012703e+02    1.3477906e+00    5.0218837e-05    3.1929776e-05
    2.3355074e+03    1.2505867e-01    1.2664616e-01    1.0079433e-01    6.5953325e+02    1.2356557e+03    2.8780911e+02    4.8665752e-04    3.1942294e-04    6.5636084e-01    1.5830879e+03    0.0000000e+00    1.1187951e+03    8.3008450e+02    1.3478087e+00    5.0274944e-05    3.1923321e-05
    2.3356064e+03    1.2485209e-01    1.2655980e-01    1.0112529e-01    6.5932341e+02    1.2351441e+03    2.8770360e+02    4.8666612e-04    3.1900233e-04    6.5548498e-01    1.5830879e+03    0.0000000e+00    1.1187523e+03    8.3004145e+02    1.3478270e+00    5.0331569e-05    3.1916773e-05
    2.3357083e+03    1.2464213e-01    1.2584273e-01    1.0168646e-01    6.5910926e+02    1.2346415e+03    2.8758534e+02    4.8667622e-04    3.1857586e-04    6.5459509e-01    1.5830879e+03    0.0000000e+00    1.1187085e+03    8.2999746e+02    1.3478457e+00    5.0389122e-05    3.1910083e-05
    2.3358107e+03    1.2443406e-01    1.2598850e-01    1.0199188e-01    6.5889625e+02    1.2341590e+03    2.8745884e+02    4.8668586e-04    3.1815305e-04    6.5371337e-01    1.5830879e+03    0.0000000e+00    1.1186649e+03    8.2995365e+02    1.3478643e+00    5.0446181e-05    3.1903421e-05
    2.3359146e+03    1.2422578e-01    1.2643893e-01    1.0262318e-01    6.5868214e+02    1.2336857e+03    2.8732212e+02    4.8669927e-04    3.1773241e-04    6.5283107e-01    1.5830879e+03    0.0000000e+00    1.1186209e+03    8.2990949e+02    1.3478830e+00    5.0503304e-05    3.1896721e-05
    2.3360048e+03    1.2404762e-01    1.2612253e-01    1.0305347e-01    6.5849861e+02    1.2332817e+03    2.8719620e+02    4.8670691e-04    3.1737004e-04    6.5207630e-01    1.5830879e+03    0.0000000e+00    1.1185833e+03    8.2987169e+02    1.3478991e+00    5.0552236e-05    3.1890972e-05
    2.3361129e+03    1.2383708e-01    1.2541376e-01    1.0365049e-01    6.5828110e+02    1.2327983e+03    2.8704517e+02    4.8671638e-04    3.1694211e-04    6.5118439e-01    1.5830879e+03    0.0000000e+00    1.1185386e+03    8.2982684e+02    1.3479181e+00    5.0610130e-05    3.1884158e-05
    2.3362076e+03    1.2365533e-01    1.2500576e-01    1.0401962e-01    6.5809240e+02    1.2323700e+03    2.8691801e+02    4.8672436e-04    3.1657278e-04    6.5041491e-01    1.5830879e+03    0.0000000e+00    1.1184998e+03    8.2978786e+02    1.3479347e+00    5.0660128e-05    3.1878246e-05
    2.3363065e+03    1.2346813e-01    1.2476875e-01    1.0453856e-01    6.5789767e+02    1.2319143e+03    2.8679435e+02    4.8673040e-04    3.1619092e-04    6.4962229e-01    1.5830879e+03    0.0000000e+00    1.1184598e+03    8.2974764e+02    1.3479518e+00    5.0711728e-05    3.1872147e-05
    2.3364030e+03    1.2328805e-01    1.2449185e-01    1.0501082e-01    6.5770979e+02    1.2314613e+03    2.8668505e+02    4.8673576e-04    3.1582331e-04    6.4885988e-01    1.5830879e+03    0.0000000e+00    1.1184212e+03    8.2970880e+02    1.3479683e+00    5.0761453e-05    3.1866265e-05
    2.3365014e+03    1.2310701e-01    1.2415658e-01    1.0524829e-01    6.5752018e+02    1.2309935e+03    2.8658388e+02    4.8674190e-04    3.1545435e-04    6.4809368e-01    1.5830879e+03    0.0000000e+00    1.1183821e+03    8.2966955e+02    1.3479850e+00    5.0811517e-05    3.1860333e-05
    2.3366008e+03    1.2292640e-01    1.2392045e-01    1.0562308e-01    6.5733056e+02    1.2305172e+03    2.8649196e+02    4.8674765e-04    3.1508604e-04    6.4732935e-01    1.5830879e+03    0.0000000e+00    1.1183430e+03    8.2963027e+02    1.3480017e+00    5.0861576e-05    3.1854404e-05
    2.3367008e+03    1.2274714e-01    1.2402954e-01    1.0606402e-01    6.5714190e+02    1.2300377e+03    2.8641049e+02    4.8675292e-04    3.1472018e-04    6.4657072e-01    1.5830879e+03    0.0000000e+00    1.1183040e+03    8.2959114e+02    1.3480183e+00    5.0911380e-05    3.1848512e-05
    2.3368021e+03    1.2256788e-01    1.2363295e-01    1.0593475e-01    6.5695284e+02    1.2295537e+03    2.8634086e+02    4.8675776e-04    3.1435404e-04    6.4581207e-01    1.5830879e+03    0.0000000e+00    1.1182650e+03    8.2955187e+02    1.3480350e+00    5.0961310e-05    3.1842612e-05
    2.3369053e+03    1.2238758e-01    1.2302054e-01    1.0566580e-01    6.5676227e+02    1.2290651e+03    2.8628384e+02    4.8676400e-04    3.1398664e-04    6.4504901e-01    1.5830879e+03    0.0000000e+00    1.1182255e+03    8.2951223e+02    1.3480518e+00    5.1011654e-05    3.1836672e-05
    2.3370102e+03    1.2220634e-01    1.2266947e-01    1.0538478e-01    6.5657043e+02    1.2285737e+03    2.8623768e+02    4.8677185e-04    3.1361823e-04    6.4428178e-01    1.5830879e+03    0.0000000e+00    1.1181857e+03    8.2947227e+02    1.3480688e+00    5.1062401e-05    3.1830697e-05
    2.3371168e+03    1.2202446e-01    1.2279401e-01    1.0511999e-01    6.5637746e+02    1.2280818e+03    2.8620005e+02    4.8677547e-04    3.1324576e-04    6.4351181e-01    1.5830879e+03    0.0000000e+00    1.1181457e+03    8.2943209e+02    1.3480859e+00    5.1113460e-05    3.1824689e-05
    2.3372054e+03    1.2187463e-01    1.2239850e-01    1.0480381e-01    6.5621823e+02    1.2276803e+03    2.8617478e+02    4.8677812e-04    3.1293871e-04    6.4287751e-01    1.5830879e+03    0.0000000e+00    1.1181127e+03    8.2939889e+02    1.3481000e+00    5.1155608e-05    3.1819732e-05
    2.3373147e+03    1.2169130e-01    1.2228790e-01    1.0471971e-01    6.5602291e+02    1.2271963e+03    2.8615069e+02    4.8678082e-04    3.1256263e-04    6.4210137e-01    1.5830879e+03    0.0000000e+00    1.1180721e+03    8.2935811e+02    1.3481174e+00    5.1207271e-05    3.1813654e-05
    2.3374056e+03    1.2154000e-01    1.2218156e-01    1.0456116e-01    6.5586127e+02    1.2268049e+03    2.8613632e+02    4.8678264e-04    3.1225206e-04    6.4146096e-01    1.5830879e+03    0.0000000e+00    1.1180385e+03    8.2932433e+02    1.3481317e+00    5.1249972e-05    3.1808622e-05
    2.3375002e+03    1.2138357e-01    1.2205500e-01    1.0437915e-01    6.5569380e+02    1.2264090e+03    2.8612979e+02    4.8678409e-04    3.1193069e-04    6.4079886e-01    1.5830879e+03    0.0000000e+00    1.1180036e+03    8.2928932e+02    1.3481466e+00    5.1294190e-05    3.1803407e-05
    2.3376136e+03    1.2119695e-01    1.2187982e-01    1.0427520e-01    6.5549372e+02    1.2259479e+03    2.8613299e+02    4.8678523e-04    3.1154683e-04    6.4000880e-01    1.5830879e+03    0.0000000e+00    1.1179619e+03    8.2924746e+02    1.3481644e+00    5.1347052e-05    3.1797174e-05
    2.3377105e+03    1.2103816e-01    1.2170776e-01    1.0405963e-01    6.5532312e+02    1.2255778e+03    2.8613738e+02    4.8678322e-04    3.1121828e-04    6.3933651e-01    1.5830879e+03    0.0000000e+00    1.1179265e+03    8.2921180e+02    1.3481796e+00    5.1392118e-05    3.1791856e-05
    2.3378060e+03    1.2088215e-01    1.2151929e-01    1.0379564e-01    6.5515515e+02    1.2252240e+03    2.8613952e+02    4.8678324e-04    3.1089680e-04    6.3867605e-01    1.5830879e+03    0.0000000e+00    1.1178915e+03    8.2917663e+02    1.3481946e+00    5.1436454e-05    3.1786619e-05
    2.3379045e+03    1.2072141e-01    1.2130628e-01    1.0352731e-01    6.5498180e+02    1.2248625e+03    2.8613632e+02    4.8678278e-04    3.1056519e-04    6.3799544e-01    1.5830879e+03    0.0000000e+00    1.1178553e+03    8.2914035e+02    1.3482100e+00    5.1482221e-05    3.1781213e-05
    2.3380014e+03    1.2056356e-01    1.2108202e-01    1.0336102e-01    6.5481132e+02    1.2245077e+03    2.8612667e+02    4.8678187e-04    3.1023922e-04    6.3732698e-01    1.5830879e+03    0.0000000e+00    1.1178198e+03    8.2910466e+02    1.3482252e+00    5.1527251e-05    3.1775895e-05
    2.3381011e+03    1.2040105e-01    1.2084079e-01    1.0316535e-01    6.5463550e+02    1.2241396e+03    2.8611015e+02    4.8678059e-04    3.0990337e-04    6.3663872e-01    1.5830879e+03    0.0000000e+00    1.1177832e+03    8.2906787e+02    1.3482409e+00    5.1573713e-05    3.1770411e-05
    2.3382178e+03    1.2021092e-01    1.2055446e-01    1.0305829e-01    6.5442938e+02    1.2236997e+03    2.8608377e+02    4.8677959e-04    3.0951073e-04    6.3583341e-01    1.5830879e+03    0.0000000e+00    1.1177403e+03    8.2902473e+02    1.3482592e+00    5.1628198e-05    3.1763981e-05
    2.3383183e+03    1.2004689e-01    1.2031020e-01    1.0295535e-01    6.5425139e+02    1.2233080e+03    2.8605699e+02    4.8677726e-04    3.0917092e-04    6.3513838e-01    1.5830879e+03    0.0000000e+00    1.1177032e+03    8.2898753e+02    1.3482751e+00    5.1675355e-05    3.1758430e-05
    2.3384155e+03    1.1988795e-01    1.2012764e-01    1.0280980e-01    6.5407882e+02    1.2229144e+03    2.8602809e+02    4.8677451e-04    3.0884125e-04    6.3446471e-01    1.5830879e+03    0.0000000e+00    1.1176674e+03    8.2895151e+02    1.3482904e+00    5.1721187e-05    3.1753048e-05
    2.3385142e+03    1.1972637e-01    1.2000281e-01    1.0286257e-01    6.5390305e+02    1.2224982e+03    2.8599564e+02    4.8677128e-04    3.0850579e-04    6.3377976e-01    1.5830879e+03    0.0000000e+00    1.1176309e+03    8.2891483e+02    1.3483060e+00    5.1767905e-05    3.1747568e-05
    2.3386105e+03    1.1956846e-01    1.1988232e-01    1.0286322e-01    6.5373115e+02    1.2220751e+03    2.8596174e+02    4.8676744e-04    3.0817742e-04    6.3311018e-01    1.5830879e+03    0.0000000e+00    1.1175952e+03    8.2887900e+02    1.3483213e+00    5.1813705e-05    3.1742212e-05
    2.3387104e+03    1.1940429e-01    1.1975019e-01    1.0273153e-01    6.5355218e+02    1.2216179e+03    2.8591811e+02    4.8676320e-04    3.0783581e-04    6.3241389e-01    1.5830879e+03    0.0000000e+00    1.1175581e+03    8.2884170e+02    1.3483372e+00    5.1861466e-05    3.1736638e-05
    2.3388039e+03    1.1925031e-01    1.1961492e-01    1.0266401e-01    6.5338416e+02    1.2211734e+03    2.8586529e+02    4.8675870e-04    3.0751497e-04    6.3176061e-01    1.5830879e+03    0.0000000e+00    1.1175233e+03    8.2880670e+02    1.3483521e+00    5.1906399e-05    3.1731407e-05
    2.3389019e+03    1.1908858e-01    1.1945783e-01    1.0274887e-01    6.5320743e+02    1.2206909e+03    2.8581018e+02    4.8675360e-04    3.0717772e-04    6.3107436e-01    1.5830879e+03    0.0000000e+00    1.1174866e+03    8.2876988e+02    1.3483678e+00    5.1953719e-05    3.1725908e-05
    2.3390151e+03    1.1890144e-01    1.1932294e-01    1.0271669e-01    6.5300260e+02    1.2201145e+03    2.8574523e+02    4.8674712e-04    3.0678704e-04    6.3028014e-01    1.5830879e+03    0.0000000e+00    1.1174442e+03    8.2872720e+02    1.3483860e+00    5.2008631e-05    3.1719537e-05
    2.3391141e+03    1.1873744e-01    1.1922452e-01    1.0262635e-01    6.5282261e+02    1.2195952e+03    2.8568671e+02    4.8674111e-04    3.0644453e-04    6.2958423e-01    1.5830879e+03    0.0000000e+00    1.1174068e+03    8.2868964e+02    1.3484020e+00    5.2056847e-05    3.1713940e-05
    2.3392080e+03    1.1858158e-01    1.1912155e-01    1.0264051e-01    6.5265125e+02    1.2190929e+03    2.8563219e+02    4.8673496e-04    3.0611869e-04    6.2892275e-01    1.5830879e+03    0.0000000e+00    1.1173712e+03    8.2865389e+02    1.3484172e+00    5.2102768e-05    3.1708611e-05
    2.3393078e+03    1.1841591e-01    1.1899124e-01    1.0257501e-01    6.5246864e+02    1.2185539e+03    2.8557595e+02    4.8672826e-04    3.0577229e-04    6.2821973e-01    1.5830879e+03    0.0000000e+00    1.1173332e+03    8.2861575e+02    1.3484335e+00    5.2151646e-05    3.1702930e-05
    2.3394011e+03    1.1826071e-01    1.1884990e-01    1.0252843e-01    6.5229732e+02    1.2180480e+03    2.8552526e+02    4.8672125e-04    3.0544728e-04    6.2756100e-01    1.5830879e+03    0.0000000e+00    1.1172976e+03    8.2857996e+02    1.3484488e+00    5.2197511e-05    3.1697598e-05
    2.3395144e+03    1.1807217e-01    1.1865407e-01    1.0211211e-01    6.5208847e+02    1.2174370e+03    2.8546643e+02    4.8671288e-04    3.0505262e-04    6.2676094e-01    1.5830879e+03    0.0000000e+00    1.1172541e+03    8.2853627e+02    1.3484674e+00    5.2253269e-05    3.1691094e-05
    2.3396122e+03    1.1790916e-01    1.2255698e-01    1.0246133e-01    6.5190753e+02    1.2169152e+03    2.8541753e+02    4.8670456e-04    3.0471075e-04    6.2606924e-01    1.5830879e+03    0.0000000e+00    1.1172165e+03    8.2849840e+02    1.3484835e+00    5.2301525e-05    3.1685454e-05
    2.3397073e+03    1.1775062e-01    1.2082358e-01    1.0202102e-01    6.5173110e+02    1.2164153e+03    2.8537082e+02    4.8669603e-04    3.0437798e-04    6.2539647e-01    1.5830879e+03    0.0000000e+00    1.1171797e+03    8.2846146e+02    1.3484993e+00    5.2348495e-05    3.1679949e-05
    2.3398057e+03    1.1758652e-01    1.1838886e-01    1.0227534e-01    6.5154803e+02    1.2159082e+03    2.8532249e+02    4.8668672e-04    3.0403331e-04    6.2470024e-01    1.5830879e+03    0.0000000e+00    1.1171415e+03    8.2842311e+02    1.3485156e+00    5.2397142e-05    3.1674230e-05
    2.3399008e+03    1.1742787e-01    1.1786929e-01    1.0182570e-01    6.5137069e+02    1.2154294e+03    2.8527472e+02    4.8668037e-04    3.0370170e-04    6.2402702e-01    1.5830879e+03    0.0000000e+00    1.1171045e+03    8.2838590e+02    1.3485315e+00    5.2444216e-05    3.1668687e-05
    2.3400180e+03    1.1723237e-01    1.1779849e-01    1.0193311e-01    6.5115164e+02    1.2148571e+03    2.8521290e+02    4.8666813e-04    3.0329035e-04    6.2319749e-01    1.5830879e+03    0.0000000e+00    1.1170588e+03    8.2833998e+02    1.3485511e+00    5.2502284e-05    3.1661831e-05
    2.3401133e+03    1.1707320e-01    1.1736420e-01    1.0177210e-01    6.5097283e+02    1.2144058e+03    2.8515880e+02    4.8665781e-04    3.0295524e-04    6.2252210e-01    1.5830879e+03    0.0000000e+00    1.1170215e+03    8.2830248e+02    1.3485671e+00    5.2549604e-05    3.1656230e-05
    2.3402088e+03    1.1691369e-01    1.1756469e-01    1.0161508e-01    6.5079331e+02    1.2139668e+03    2.8510005e+02    4.8664653e-04    3.0261879e-04    6.2184517e-01    1.5830879e+03    0.0000000e+00    1.1169840e+03    8.2826486e+02    1.3485832e+00    5.2597093e-05    3.1650600e-05
    2.3403049e+03    1.1675337e-01    1.1707599e-01    1.0146830e-01    6.5061224e+02    1.2135383e+03    2.8503551e+02    4.8663508e-04    3.0228072e-04    6.2116509e-01    1.5830879e+03    0.0000000e+00    1.1169462e+03    8.2822688e+02    1.3485994e+00    5.2644844e-05    3.1644917e-05
